-3792.085206,-9255.365641,-9971.292015,-23854.608697,-23116.397633,-34401.838112,-18811.474003,-30894.938814,0.0
-3786.877249,-9255.387992,-9969.68269,-23850.138348,-23114.765956,-34405.123819,-18806.713081,-30897.531616,0.0
-3784.865592,-9248.861283,-9963.223036,-23843.432825,-23105.601741,-34397.233653,-18798.286474,-30885.752247,0.0
-3773.712072,-9247.073143,-9957.679803,-23832.703988,-23098.896217,-34387.912975,-18791.312729,-30877.280936,0.0
-3770.113441,-9248.682469,-9962.64189,-23840.638857,-23101.578427,-34391.221033,-18794.821953,-30878.286764,0.0
-3783.904467,-9258.69605,-9973.326024,-23858.74377,-23110.541476,-34407.202531,-18808.143593,-30888.456808,0.0
-3790.162956,-9267.010899,-9979.651568,-23856.575651,-23106.719328,-34411.784638,-18810.199953,-30894.581186,0.0
-3801.383531,-9267.457934,-9981.327949,-23860.062523,-23112.910761,-34412.634005,-18811.988093,-30899.252701,0.0
-3800.109482,-9261.691184,-9978.735146,-23863.281174,-23117.045834,-34412.164618,-18813.820936,-30897.621023,0.0
-3792.889868,-9263.233455,-9980.970321,-23860.621317,-23118.297531,-34410.868217,-18817.106642,-30902.381945,0.0
-3791.50406,-9258.137257,-9975.06946,-23855.502767,-23110.273255,-34402.083981,-18811.652817,-30894.447076,0.0
-3792.666351,-9253.711611,-9975.158867,-23856.977982,-23113.760127,-34406.733144,-18809.529401,-30890.647279,0.0
-3789.268886,-9263.926359,-9988.122879,-23854.832215,-23122.678473,-34419.808915,-18808.635331,-30900.258529,0.0
-3788.106595,-9256.550283,-9975.136516,-23853.11113,-23116.040005,-34409.437705,-18808.568276,-30893.709468,0.0
-3793.739235,-9256.952614,-9974.331853,-23857.2015,-23121.247962,-34410.197665,-18817.911305,-30889.082657,0.0
-3784.306798,-9257.891388,-9974.734184,-23849.065465,-23118.833973,-34407.202531,-18811.205782,-30891.94368,0.0
-3781.624589,-9257.354946,-9969.414469,-23850.518328,-23115.145935,-34407.135476,-18810.267009,-30901.152599,0.0
-3794.230973,-9260.148914,-9975.941178,-23859.347267,-23115.145935,-34411.15879,-18814.603247,-30905.466486,0.0
-3799.148357,-9257.757277,-9974.197742,-23860.308392,-23111.770822,-34408.096601,-18812.032796,-30899.520922,0.0
-3801.584697,-9261.311205,-9974.667129,-23862.856491,-23115.637674,-34409.840037,-18816.81607,-30901.309061,0.0
-3799.438929,-9260.305376,-9975.114164,-23859.660191,-23112.977816,-34405.034412,-18812.412776,-30893.262433,0.0
-3796.577906,-9262.495847,-9979.606864,-23860.420151,-23118.766918,-34407.806028,-18813.887991,-30893.441247,0.0
-3793.739235,-9263.144048,-9978.176353,-23858.632011,-23117.604627,-34409.415353,-18812.7257,-30895.385849,0.0
-3798.433101,-9265.267463,-9978.422222,-23860.777779,-23119.549229,-34413.662185,-18815.899648,-30899.319756,0.0
-3796.868479,-9258.114905,-9971.09085,-23857.492072,-23118.833973,-34408.186008,-18815.676131,-30894.894111,0.0
-3800.511813,-9258.070202,-9972.49901,-23860.084875,-23124.310151,-34410.644699,-18819.967666,-30901.085544,0.0
-3790.520583,-9246.670812,-9959.758515,-23851.501805,-23114.251866,-34395.40081,-18809.350587,-30893.329488,0.0
-3782.853935,-9243.250995,-9957.188065,-23842.963438,-23106.585217,-34385.40958,-18798.085308,-30881.68423,0.0
-3797.986066,-9253.666908,-9969.146248,-23856.329782,-23115.861191,-34392.472731,-18808.970607,-30888.926195,0.0
-3798.388398,-9253.018707,-9971.649643,-23857.402665,-23107.90397,-34397.367763,-18808.277703,-30886.400448,0.0
-3802.165842,-9259.500713,-9981.08208,-23863.683505,-23119.839802,-34413.550426,-18816.503145,-30892.70364,0.0
-3810.771264,-9264.149876,-9990.089833,-23870.970174,-23129.406348,-34424.592188,-18823.454538,-30898.626852,0.0
-3809.899546,-9264.619263,-9988.793431,-23861.202462,-23121.35972,-34419.004252,-18817.419567,-30899.543273,0.0
-3804.579831,-9266.295644,-9986.84883,-23857.536776,-23120.666816,-34417.864313,-18817.128994,-30904.974747,0.0
-3796.667313,-9254.985661,-9968.989786,-23852.08295,-23111.346139,-34404.140342,-18812.301017,-30898.202169,0.0
-3791.50406,-9240.971117,-9956.517512,-23846.763235,-23110.34031,-34394.283222,-18807.160116,-30888.903843,0.0
-3795.750892,-9246.626108,-9962.753649,-23851.457101,-23119.057491,-34397.83715,-18812.770404,-30890.982555,0.0
-3800.556517,-9255.678565,-9973.035452,-23856.642706,-23120.443299,-34403.000403,-18814.871468,-30893.105971,0.0
-3797.941363,-9252.9293,-9971.582588,-23854.318125,-23113.737776,-34397.792446,-18809.596456,-30891.027259,0.0
-3810.279526,-9263.993414,-9983.183144,-23866.388067,-23125.025406,-34408.431877,-18821.644047,-30902.225483,0.0
-3801.852918,-9256.594987,-9979.092774,-23863.527043,-23117.828145,-34408.633042,-18814.13386,-30896.011698,0.0
-3798.902488,-9251.25292,-9976.276454,-23862.96825,-23116.218819,-34407.850731,-18812.613942,-30891.384887,0.0
-3805.228031,-9259.500713,-9983.563123,-23863.638802,-23124.801889,-34412.946929,-18818.693616,-30897.06223,0.0
-3806.211508,-9269.357833,-9990.805088,-23863.10236,-23126.590029,-34419.048955,-18823.543945,-30902.024317,0.0
-3803.41754,-9260.685356,-9980.031548,-23858.184976,-23124.645427,-34409.951795,-18820.571163,-30899.051535,0.0
-3803.395188,-9253.979832,-9971.135553,-23860.107226,-23124.064281,-34400.385249,-18820.235887,-30899.967957,0.0
-3813.364066,-9263.524027,-9978.846905,-23868.913814,-23134.010808,-34406.755496,-18829.310695,-30912.149657,0.0
-3807.709075,-9256.572635,-9976.008234,-23862.767084,-23126.724139,-34406.576682,-18821.197012,-30903.834808,0.0
-3795.281505,-9247.117847,-9971.046146,-23849.177223,-23117.291703,-34400.497007,-18811.026968,-30890.356706,0.0
-3792.085206,-9247.743696,-9974.644777,-23851.345343,-23118.208124,-34401.100505,-18811.161078,-30888.881491,0.0
-3806.971467,-9256.304414,-9984.68071,-23864.555224,-23124.891296,-34411.091734,-18823.923924,-30900.213826,0.0
-3813.609935,-9264.596911,-9988.122879,-23866.94686,-23126.724139,-34413.997461,-18827.924887,-30909.713317,0.0
-3804.378665,-9256.662042,-9982.378481,-23861.582442,-23123.706654,-34409.549464,-18824.683884,-30904.594768,0.0
-3810.100712,-9253.152818,-9979.80803,-23863.638802,-23122.454956,-34408.34247,-18828.528384,-30904.460657,0.0
-3814.191081,-9259.143085,-9986.290036,-23863.974078,-23122.700825,-34412.857522,-18828.640143,-30909.400393,0.0
-3809.117235,-9257.645518,-9980.232713,-23859.727247,-23124.600723,-34409.683574,-18825.01916,-30905.310023,0.0
-3803.372837,-9250.537664,-9971.135553,-23851.345343,-23120.219781,-34400.362897,-18818.514802,-30895.587015,0.0
-3810.123063,-9256.840856,-9979.606864,-23859.928412,-23127.238229,-34407.917787,-18823.99098,-30902.761925,0.0
-3804.289258,-9257.690222,-9981.998501,-23864.756389,-23127.037063,-34408.208359,-18826.136747,-30904.170084,0.0
-3811.10654,-9263.255806,-9988.346396,-23868.399724,-23131.932096,-34415.964415,-18834.295134,-30911.881436,0.0
-3813.051142,-9264.485152,-9988.994597,-23865.40459,-23132.580296,-34417.037298,-18834.742169,-30911.501457,0.0
-3807.664371,-9269.313129,-9993.733167,-23867.997392,-23134.591953,-34418.177237,-18834.809224,-30912.529637,0.0
-3809.385456,-9268.128487,-9997.264743,-23866.455122,-23138.39175,-34422.111144,-18837.983172,-30915.278901,0.0
-3816.202738,-9264.172228,-9994.604885,-23863.124712,-23134.457843,-34420.121839,-18832.730512,-30912.484933,0.0
-3808.200813,-9265.066298,-9991.050958,-23860.017819,-23131.060377,-34417.931368,-18824.817994,-30910.830904,0.0
-3808.893717,-9258.673699,-9985.731242,-23863.683505,-23131.149784,-34412.432839,-18825.242677,-30908.238102,0.0
-3818.370857,-9256.282062,-9984.144269,-23868.667945,-23133.250848,-34408.409525,-18832.104663,-30911.233236,0.0
-3826.931575,-9261.959405,-9988.547562,-23877.183959,-23139.576392,-34417.305519,-18840.91125,-30916.195323,0.0
-3821.343639,-9266.787382,-9991.140365,-23872.266575,-23137.654142,-34421.060612,-18837.916116,-30917.491724,0.0
-3820.494273,-9265.893312,-9989.016949,-23863.169415,-23131.283895,-34411.538769,-18831.389407,-30914.183666,0.0
