-8204.900706,-12300.947285,-11312.866069,-36590.967964,-33859.115405,-32045.964247,-20379.404173,-45253.833563,0.0
-8204.028988,-12298.06391,-11313.402511,-36585.804711,-33851.895792,-32050.88163,-20373.927995,-45245.250493,0.0
-8206.510032,-12317.621686,-11336.514215,-36584.977697,-33847.000759,-32061.722226,-20366.283699,-45244.624644,0.0
-8220.1893,-12335.793654,-11365.392669,-36603.641403,-33863.004609,-32087.069105,-20375.336155,-45254.995853,0.0
-8230.806378,-12336.084227,-11367.314919,-36606.323612,-33870.358332,-32082.576404,-20371.402248,-45268.764528,0.0
-8208.029951,-12299.181497,-11326.366523,-36581.200252,-33850.577039,-32032.530848,-20350.749236,-45242.724746,0.0
-8204.274858,-12302.04252,-11333.429674,-36585.737656,-33858.623667,-32053.273267,-20360.561652,-45245.183437,0.0
-8217.864718,-12324.59543,-11356.988413,-36599.461627,-33863.362236,-32073.211023,-20366.842492,-45256.404013,0.0
-8216.568317,-12324.103692,-11354.485018,-36595.01363,-33853.750986,-32061.431654,-20361.790998,-45252.64892,0.0
-8210.779215,-12317.129948,-11343.420904,-36581.1779,-33842.932742,-32050.479299,-20351.084513,-45246.345728,0.0
-8216.545965,-12330.540994,-11359.447105,-36594.11956,-33862.356408,-32065.119692,-20354.481978,-45261.656673,0.0
-8214.981343,-12320.862689,-11352.607471,-36595.572423,-33858.780129,-32055.977828,-20355.174882,-45257.409842,0.0
-8213.573183,-12314.581849,-11346.460741,-36590.006839,-33853.639228,-32049.920505,-20357.141835,-45250.190228,0.0
-8219.228175,-12312.324323,-11342.102151,-36586.94465,-33848.498326,-32049.428767,-20347.508233,-45249.340862,0.0
-8219.161119,-12309.910334,-11341.31984,-36592.510234,-33851.404053,-32049.629933,-20357.991202,-45248.580903,0.0
-8216.031875,-12315.766491,-11350.595814,-36596.801769,-33864.725693,-32055.664904,-20368.854149,-45244.892865,0.0
-8213.751997,-12325.333038,-11362.799867,-36591.146778,-33866.759702,-32059.263534,-20363.668545,-45244.557589,0.0
-8211.963858,-12322.874346,-11357.524855,-36596.265327,-33868.190213,-32063.398607,-20365.389629,-45240.98131,0.0
